YEAR;WEEK;C_Q;QUANTITY;CONTAINER_TYPE;BOX_TYPE;ESTIBA;PUERTO;BRAND;SHIPPING_LINE;CONTAINER;BOOKING;DEPOT;CL#;DISCHARGE_PORT;SHIP
2025;15;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU3836699;252335677;OPA SUR;ME008;JEDDAH;LEXA MAERSK 515E
2025;15;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MCAU6010145;252335159;OPA SUR;ME005;KUWAIT;LEXA MAERSK 515E
2025;15;1;1200;STARCARE;22XU;GRANEL;DPW;ZAIN;MAERSK;MMAU1341285;252335354;OPA POSORJA;ME010;UMM QASR;LEXA MAERSK 515E
2025;15;1;1200;STARCARE;22XU;GRANEL;DPW;ZAIN;MAERSK;MMAU1361614;252335354;OPA POSORJA;ME010;UMM QASR;LEXA MAERSK 515E
2025;15;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU3521840;252335677;OPA SUR;ME008;JEDDAH;LEXA MAERSK 515E
2025;15;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU0181237;252335677;OPA SUR;ME008;JEDDAH;LEXA MAERSK 515E
2025;15;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;SUDU6063411;252335677;OPA SUR;ME008;JEDDAH;LEXA MAERSK 515E
2025;15;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1263768;252335677;OPA SUR;ME008;JEDDAH;LEXA MAERSK 515E
2025;15;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU4310630;252335677;OPA SUR;ME008;JEDDAH;LEXA MAERSK 515E
2025;15;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;SUDU6187222;252335677;OPA SUR;ME008;JEDDAH;LEXA MAERSK 515E
2025;15;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1346800;252335159;OPA POSORJA;ME005;KUWAIT;LEXA MAERSK 515E
2025;15;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU0202140;252335677;OPA SUR;ME008;JEDDAH;LEXA MAERSK 515E
2025;16;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;CGMU5338586;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;CGMU9325930;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;CGMU9371469;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;CMA-CGM;CGMU5167143;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;CMA-CGM;CGMU5076320;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;CMA-CGM;CGMU5079130;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;CMA-CGM;CGMU5372770;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;MAERSK;SUDU5287314;252630355;OPA SUR;ME012;AQABA; LICA MAERSK 516E
2025;16;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;MAERSK;MNBU4276222;252630355;OPA SUR;ME012;AQABA; LICA MAERSK 516E
2025;16;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MRFU0011340;252626511;OPA SUR;ME005;KUWAIT; LICA MAERSK 516E
2025;16;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;CGMU5543744;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;CGMU5270995;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;CGMU9324024;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;CGMU5226863;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;CGMU6510961;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;CGMU9325988;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;CGMU5119422;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;CGMU5161926;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;CGMU5418953;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;CGMU5221666;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;CGMU5116850;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;CGMU9293134;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;CMA-CGM;CGMU5359070;GQL0393601;BLASTI;ME014;LATTAKIA;CMA CGM FORT BOURBON 0DVLMN1MA
2025;16;1;1200;STARCARE;22XU;GRANEL;DPW;ZAIN;MAERSK;MMAU1322670;252626719;OPA SUR;ME010;UMM QASR; LICA MAERSK 516E
2025;16;1;1200;STARCARE;22XU;GRANEL;DPW;ZAIN;MAERSK;MCAU6033480;252626719;OPA POSORJA;ME010;UMM QASR; LICA MAERSK 516E
2025;16;1;1200;STARCARE;22XU;GRANEL;DPW;ZAIN;MAERSK;MCAU6028695;252626719;OPA POSORJA;ME010;UMM QASR; LICA MAERSK 516E
2025;16;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;MAERSK;TLLU1226299;252627050;OPA SUR;ME006;AQABA; LICA MAERSK 516E
2025;16;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;TLLU1196039;252626889;OPA SUR;ME008;JEDDAH; LICA MAERSK 516E
2025;16;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU9077537;252626889;OPA SUR;ME008;JEDDAH; LICA MAERSK 516E
2025;16;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1281904;252626889;OPA SUR;ME008;JEDDAH; LICA MAERSK 516E
2025;16;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;SUDU8214667;252626889;OPA SUR;ME008;JEDDAH; LICA MAERSK 516E
2025;16;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MRFU0027603;252626511;OPA SUR;ME005;KUWAIT; LICA MAERSK 516E
2025;16;1;1200;STARCARE;22XU;GRANEL;DPW;ZAIN;MAERSK;MRFU0008774;252626719;OPA POSORJA;ME010;UMM QASR; LICA MAERSK 516E
2025;16;1;1200;STARCARE;22XU;GRANEL;DPW;ZAIN;MAERSK;MMAU1426680;252626719;OPA POSORJA;ME010;UMM QASR; LICA MAERSK 516E
2025;16;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;MAERSK;MNBU3357530;252627050;OPA SUR;ME006;AQABA; LICA MAERSK 516E
2025;16;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU4407739;252626889;OPA POSORJA;ME008;JEDDAH; LICA MAERSK 516E
2025;16;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU9015598;252626889;OPA SUR;ME008;JEDDAH; LICA MAERSK 516E
2025;16;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1245403;252626889;OPA SUR;ME008;JEDDAH; LICA MAERSK 516E
2025;16;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU9011329;252626889;OPA SUR;ME008;JEDDAH; LICA MAERSK 516E
2025;16;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU3258836;252626889;OPA SUR;ME008;JEDDAH; LICA MAERSK 516E
2025;16;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;SUDU9300477;252626889;OPA SUR;ME008;JEDDAH; LICA MAERSK 516E
2025;16;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;SUDU6193924;252626889;OPA SUR;ME008;JEDDAH; LICA MAERSK 516E
2025;17;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM; TRIU8078163;GQL0394692;BLASTI;ME014;LATTAKIA;CMA CGM EXEMPLARITY 0DVLON1MA
2025;17;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM; CGMU5357863;GQL0394692;BLASTI;ME014;LATTAKIA;CMA CGM EXEMPLARITY 0DVLON1MA
2025;17;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;TCLU1319161;GQL0394692;BLASTI;ME014;LATTAKIA;CMA CGM EXEMPLARITY 0DVLON1MA
2025;17;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM; TCLU1341859;GQL0394692;BLASTI;ME014;LATTAKIA;CMA CGM EXEMPLARITY 0DVLON1MA
2025;17;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;TEMU9894755;GQL0394692;BLASTI;ME014;LATTAKIA;CMA CGM EXEMPLARITY 0DVLON1MA
2025;17;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;CGMU5119504;GQL0394692;BLASTI;ME014;LATTAKIA;CMA CGM EXEMPLARITY 0DVLON1MA
2025;17;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;SZLU9813154;GQL0394692;BLASTI;ME014;LATTAKIA;CMA CGM EXEMPLARITY 0DVLON1MA
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;CMA-CGM;APRU5740773;GQL0394692;BLASTI;ME014;LATTAKIA;CMA CGM EXEMPLARITY 0DVLON1MA
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;CMA-CGM; CAIU5587551;GQL0394692;BLASTI;ME014;LATTAKIA;CMA CGM EXEMPLARITY 0DVLON1MA
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;CMA-CGM;SEKU9126040;GQL0394692;BLASTI;ME014;LATTAKIA;CMA CGM EXEMPLARITY 0DVLON1MA
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;CMA-CGM; TLLU1058678;GQL0394692;BLASTI;ME014;LATTAKIA;CMA CGM EXEMPLARITY 0DVLON1MA
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;CMA-CGM; TTNU8274618;GQL0394692;BLASTI;ME014;LATTAKIA;CMA CGM EXEMPLARITY 0DVLON1MA
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU3275200;252862197;OPA SUR;ME011;SALALAH;LOUIS MAERSK 517E
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;SUDU8147661;252862197;OPA SUR;ME011;SALALAH;LOUIS MAERSK 517E
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU3369402;252862197;OPA SUR;ME011;SALALAH;LOUIS MAERSK 517E
2025;17;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MRFU0015876;252861577;OPA POSORJA;ME005;KUWAIT;LOUIS MAERSK 517E
2025;17;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MCAU6018526;252861577;OPA POSORJA;ME005;KUWAIT;LOUIS MAERSK 517E
2025;17;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1380888;252861577;OPA POSORJA;ME005;KUWAIT;LOUIS MAERSK 517E
2025;17;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;TTNU8603879;GQL0394692;BLASTI;ME014;LATTAKIA;CMA CGM EXEMPLARITY 0DVLON1MA
2025;17;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;BMOU9627570;GQL0394692;BLASTI;ME014;LATTAKIA;CMA CGM EXEMPLARITY 0DVLON1MA
2025;17;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;CXRU1069579;GQL0394692;BLASTI;ME014;LATTAKIA;CMA CGM EXEMPLARITY 0DVLON1MA
2025;17;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;TRIU8734071;GQL0394692;BLASTI;ME014;LATTAKIA;CMA CGM EXEMPLARITY 0DVLON1MA
2025;17;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;CGMU5525838;GQL0394692;BLASTI;ME014;LATTAKIA;CMA CGM EXEMPLARITY 0DVLON1MA
2025;17;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;TRIU8090174;GQL0394692;BLASTI;ME014;LATTAKIA;CMA CGM EXEMPLARITY 0DVLON1MA
2025;17;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;CMA-CGM;TLLU1054179;GQL0394692;BLASTI;ME014;LATTAKIA;CMA CGM EXEMPLARITY 0DVLON1MA
2025;17;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1353429;252861577;OPA POSORJA;ME005;KUWAIT;LOUIS MAERSK 517E
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;SUDU8209399;252861717;OPA SUR;ME008;JEDDAH;LOUIS MAERSK 517E
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU4215192;252861717;OPA SUR;ME008;JEDDAH;LOUIS MAERSK 517E
2025;17;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1391584;252861577;OPA POSORJA;ME005;KUWAIT;LOUIS MAERSK 517E
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU4212866;252862197;OPA SUR;ME011;SALALAH;LOUIS MAERSK 517E
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU3692328;252861717;OPA SUR;ME008;JEDDAH;LOUIS MAERSK 517E
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;SUDU8209510;252861717;OPA SUR;ME008;JEDDAH;LOUIS MAERSK 517E
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU3329436;252861717;OPA SUR;ME008;JEDDAH;LOUIS MAERSK 517E
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU3661970;252861717;OPA SUR;ME008;JEDDAH;LOUIS MAERSK 517E
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU3724451;252861717;OPA SUR;ME008;JEDDAH;LOUIS MAERSK 517E
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU3157240;252861717;OPA SUR;ME008;JEDDAH;LOUIS MAERSK 517E
2025;17;0;0;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU3850594;252861717;OPA SUR;ME008;JEDDAH;LOUIS MAERSK 517E
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;SUDU8241153;252861717;OPA SUR;ME008;JEDDAH;LOUIS MAERSK 517E
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU0153940;252861717;OPA POSORJA;ME008;JEDDAH;LOUIS MAERSK 517E
2025;17;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU0020130;252861717;OPA SUR;ME008;JEDDAH;LOUIS MAERSK 517E
2025;18;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU4572224;253184194;OPA SUR;ME008;JEDDAH;MAERSK NOKWANDA 518E
2025;18;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;MAERSK;TLLU1172931;253183949;OPA SUR;ME006;AQABA;MAERSK NOKWANDA 518E
2025;18;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU4360230;253184194;OPA SUR;ME008;JEDDAH;MAERSK NOKWANDA 518E
2025;18;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU3444260;253184194;OPA SUR;ME008;JEDDAH;MAERSK NOKWANDA 518E
2025;18;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1426675;253183734;OPA POSORJA;ME005;KUWAIT;MAERSK NOKWANDA 518E
2025;18;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1371839;253183734;OPA POSORJA;ME005;KUWAIT;MAERSK NOKWANDA 518E
2025;18;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MRFU0009425;253183734;OPA POSORJA;ME005;KUWAIT;MAERSK NOKWANDA 518E
2025;18;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1441983;253183734;OPA POSORJA;ME005;KUWAIT;MAERSK NOKWANDA 518E
2025;18;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1392805;253183734;OPA POSORJA;ME005;KUWAIT;MAERSK NOKWANDA 518E
2025;18;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU3314950;253184086;OPA SUR;ME011;SALALAH;MAERSK NOKWANDA 518E
2025;18;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MWCU5305836;253184086;OPA SUR;ME011;SALALAH;MAERSK NOKWANDA 518E
2025;18;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;SUDU6004743;253184086;OPA SUR;ME011;SALALAH;MAERSK NOKWANDA 518E
2025;18;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;SUDU6135640;253184086;OPA SUR;ME011;SALALAH;MAERSK NOKWANDA 518E
2025;18;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;SUDU8131393;253184194;OPA SUR;ME008;JEDDAH;MAERSK NOKWANDA 518E
2025;18;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU9150788;253184194;OPA SUR;ME008;JEDDAH;MAERSK NOKWANDA 518E
2025;18;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU4379133;253184194;OPA SUR;ME008;JEDDAH;MAERSK NOKWANDA 518E
2025;18;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU4559557;253184194;OPA SUR;ME008;JEDDAH;MAERSK NOKWANDA 518E
2025;18;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;MAERSK;MNBU0587592;253183949;OPA SUR;ME006;AQABA;MAERSK NOKWANDA 518E
2025;18;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU4234778;253184194;OPA SUR;ME008;JEDDAH;MAERSK NOKWANDA 518E
2025;18;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU4577057;253184194;OPA SUR;ME008;JEDDAH;MAERSK NOKWANDA 518E
2025;18;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU4439607;253184194;OPA POSORJA;ME008;JEDDAH;MAERSK NOKWANDA 518E
2025;18;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU3756905;253184194;OPA SUR;ME008;JEDDAH;MAERSK NOKWANDA 518E
2025;18;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU3286545;253184194;OPA SUR;ME008;JEDDAH;MAERSK NOKWANDA 518E
2025;19;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1322346;253400656;OPA SUR;ME001;DOHA;LARS MAERSK 519E
2025;19;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1387753;253400717;OPA POSORJA;ME005;KUWAIT;LARS MAERSK 519E
2025;19;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1445802;253400717;OPA POSORJA;ME005;KUWAIT;LARS MAERSK 519E
2025;19;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1430850;253400717;OPA POSORJA;ME005;KUWAIT;LARS MAERSK 519E
2025;19;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;MAERSK;MNBU3012164;253400850;OPA SUR;ME006;AQABA;LARS MAERSK 519E
2025;19;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;MAERSK;MNBU9047661;253400850;OPA SUR;ME006;AQABA;LARS MAERSK 519E
2025;19;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;MAERSK;MNBU4581083;253400850;OPA SUR;ME006;AQABA;LARS MAERSK 519E
2025;19;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1420255;253400656;OPA POSORJA;ME001;DOHA;LARS MAERSK 519E
2025;19;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1375916;253400656;OPA POSORJA;ME001;DOHA;LARS MAERSK 519E
2025;19;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1376764;253400717;OPA POSORJA;ME005;KUWAIT;LARS MAERSK 519E
2025;19;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1356536;253400717;OPA POSORJA;ME005;KUWAIT;LARS MAERSK 519E
2025;19;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1334856;253400717;OPA POSORJA;ME005;KUWAIT;LARS MAERSK 519E
2025;19;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1345085;253400717;OPA POSORJA;ME005;KUWAIT;LARS MAERSK 519E
2025;19;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;MAERSK;MNBU4454664;253400850;OPA SUR;ME006;AQABA;LARS MAERSK 519E
2025;19;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;MAERSK;MNBU4353798;253400900;OPA SUR;ME012;AQABA;LARS MAERSK 519E
2025;19;1;1540;ESTANDAR;208;GRANEL;DPW;ZAIN;MAERSK;MNBU3802364;253400772;OPA SUR;ME011;SALALAH;LARS MAERSK 519E
2025;19;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1311547;253400656;OPA POSORJA;ME001;DOHA;LARS MAERSK 519E
2025;19;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MCAU6014270;253400656;OPA SUR;ME001;DOHA;LARS MAERSK 519E
2025;19;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MCAU6038841;253400656;OPA POSORJA;ME001;DOHA;LARS MAERSK 519E
2025;19;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1324740;253400656;OPA POSORJA;ME001;DOHA;LARS MAERSK 519E
2025;19;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;MAERSK;MNBU0351360;253400900;OPA SUR;ME012;AQABA;LARS MAERSK 519E
2025;19;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;MAERSK;MNBU3900416;253400900;OPA SUR;ME012;AQABA;LARS MAERSK 519E
2025;19;1;1200;STARCARE;22XU;GRANEL;DPW;ZAIN;MAERSK;MMAU1406581;253400656;OPA POSORJA;ME001;DOHA;LARS MAERSK 519E
2025;20;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1294861;253669695;OPA SUR;ME001;DOHA;MAERSK NOMAZWE 520E
2025;20;1;1200;STARCARE;22XU;GRANEL;DPW;ZAIN;MAERSK;MMAU1415270;253669695;OPA POSORJA;ME001;DOHA;MAERSK NOMAZWE 520E
2025;20;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1396400;253670197;OPA POSORJA;ME005;KUWAIT;MAERSK NOMAZWE 520E
2025;20;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MRFU0000520;253670197;OPA POSORJA;ME005;KUWAIT;MAERSK NOMAZWE 520E
2025;20;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1383830;253670197;OPA POSORJA;ME005;KUWAIT;MAERSK NOMAZWE 520E
2025;20;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1411063;253670197;OPA POSORJA;ME005;KUWAIT;MAERSK NOMAZWE 520E
2025;20;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;MAERSK;MNBU3758045;253670508;OPA POSORJA;ME006;AQABA;MAERSK NOMAZWE 520E
2025;20;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;MAERSK;MNBU0338840;253670508;OPA SUR;ME006;AQABA;MAERSK NOMAZWE 520E
2025;20;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MRFU0019850;253669695;OPA POSORJA;ME001;DOHA;MAERSK NOMAZWE 520E
2025;20;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MCAU6079809;253669695;OPA POSORJA;ME001;DOHA;MAERSK NOMAZWE 520E
2025;20;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MMAU1295148;253670197;OPA POSORJA;ME005;KUWAIT;MAERSK NOMAZWE 520E
2025;20;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MRFU0005564;253670197;OPA POSORJA;ME005;KUWAIT;MAERSK NOMAZWE 520E
2025;20;1;1540;STARCARE;208;GRANEL;DPW;ZAIN;MAERSK;MRFU0013092;253670197;OPA POSORJA;ME005;KUWAIT;MAERSK NOMAZWE 520E
2025;20;1;1200;ESTANDAR;22XU;GRANEL;DPW;ZAIN;MAERSK;MNBU3764346;253670508;OPA POSORJA;ME006;AQABA;MAERSK NOMAZWE 520E
